tag,name,date,start_timestamp,stop_timestamp,seconds,sport_name,distance,path
2,polar_51174186_2021-03-10-21-18-45_Walking.csv,2021-03-10,1615382325,1615383325,1000,Walking,1.08,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.10/2/polar_51174186_2021-03-10-21-18-45_Walking.csv
1,polar_51174102_2021-03-10-21-18-51_Walking.csv,2021-03-10,1615382331,1615383303,972,Walking,1.41,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.10/1/polar_51174102_2021-03-10-21-18-51_Walking.csv
4,polar_44158042_2021-03-10-21-19-02_Walking.csv,2021-03-10,1615382342,1615383389,1047,Walking,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.10/4/polar_44158042_2021-03-10-21-19-02_Walking.csv
5,polar_51174246_2021-03-10-21-19-07_Walking.csv,2021-03-10,1615382347,1615383320,973,Walking,1.40,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.10/5/polar_51174246_2021-03-10-21-19-07_Walking.csv
1,polar_51174102_2021-03-10-21-35-20_Walking.csv,2021-03-10,1615383320,1615384432,1112,Walking,1.48,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.10/1/polar_51174102_2021-03-10-21-35-20_Walking.csv
2,polar_51174186_2021-03-10-21-36-57_Walking.csv,2021-03-10,1615383417,1615384497,1080,Walking,1.48,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.10/2/polar_51174186_2021-03-10-21-36-57_Walking.csv
5,polar_51174246_2021-03-10-21-37-08_Walking.csv,2021-03-10,1615383428,1615384445,1017,Walking,1.14,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.10/5/polar_51174246_2021-03-10-21-37-08_Walking.csv
4,polar_44158042_2021-03-11-11-08-38_Walking.csv,2021-03-11,1615432118,1615433540,1422,Walking,1.11,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/4/polar_44158042_2021-03-11-11-08-38_Walking.csv
1,polar_51174102_2021-03-11-11-08-42_Walking.csv,2021-03-11,1615432122,1615433579,1457,Walking,1.39,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/1/polar_51174102_2021-03-11-11-08-42_Walking.csv
7,polar_51174222_2021-03-11-11-08-43_Walking.csv,2021-03-11,1615432123,1615433591,1468,Walking,1.31,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/7/polar_51174222_2021-03-11-11-08-43_Walking.csv
5,polar_51174246_2021-03-11-11-08-43_Walking.csv,2021-03-11,1615432123,1615433590,1467,Walking,1.07,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/5/polar_51174246_2021-03-11-11-08-43_Walking.csv
3,polar_50729858_2021-03-11-11-08-43_Walking.csv,2021-03-11,1615432123,1615433544,1421,Walking,0.21,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/3/polar_50729858_2021-03-11-11-08-43_Walking.csv
6,polar_51174262_2021-03-11-11-08-44_Walking.csv,2021-03-11,1615432124,1615433582,1458,Walking,1.03,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/6/polar_51174262_2021-03-11-11-08-44_Walking.csv
2,polar_51174186_2021-03-11-11-15-52_Walking.csv,2021-03-11,1615432552,1615433543,991,Walking,1.06,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/2/polar_51174186_2021-03-11-11-15-52_Walking.csv
3,polar_50729858_2021-03-11-11-33-23_Walking.csv,2021-03-11,1615433603,1615434869,1266,Walking,1.02,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/3/polar_50729858_2021-03-11-11-33-23_Walking.csv
4,polar_44158042_2021-03-11-11-33-27_Walking.csv,2021-03-11,1615433607,1615434889,1282,Walking,1.10,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/4/polar_44158042_2021-03-11-11-33-27_Walking.csv
2,polar_51174186_2021-03-11-11-34-02_Walking.csv,2021-03-11,1615433642,1615434899,1257,Walking,1.16,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/2/polar_51174186_2021-03-11-11-34-02_Walking.csv
6,polar_51174262_2021-03-11-11-34-03_Walking.csv,2021-03-11,1615433643,1615434868,1225,Walking,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/6/polar_51174262_2021-03-11-11-34-03_Walking.csv
5,polar_51174246_2021-03-11-11-34-04_Walking.csv,2021-03-11,1615433644,1615434905,1261,Walking,1.02,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/5/polar_51174246_2021-03-11-11-34-04_Walking.csv
1,polar_51174102_2021-03-11-11-34-06_Walking.csv,2021-03-11,1615433646,1615434882,1236,Walking,1.22,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/1/polar_51174102_2021-03-11-11-34-06_Walking.csv
7,polar_51174222_2021-03-11-11-34-06_Walking.csv,2021-03-11,1615433646,1615434924,1278,Walking,1.41,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/7/polar_51174222_2021-03-11-11-34-06_Walking.csv
1,polar_51174102_2021-03-11-11-54-50_Walking.csv,2021-03-11,1615434890,1615435865,975,Walking,1.16,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/1/polar_51174102_2021-03-11-11-54-50_Walking.csv
6,polar_51174262_2021-03-11-11-55-18_Walking.csv,2021-03-11,1615434918,1615435851,933,Walking,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/6/polar_51174262_2021-03-11-11-55-18_Walking.csv
5,polar_51174246_2021-03-11-11-55-20_Walking.csv,2021-03-11,1615434920,1615435848,928,Walking,1.04,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/5/polar_51174246_2021-03-11-11-55-20_Walking.csv
2,polar_51174186_2021-03-11-11-55-28_Walking.csv,2021-03-11,1615434928,1615435850,922,Walking,1.04,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/2/polar_51174186_2021-03-11-11-55-28_Walking.csv
4,polar_44158042_2021-03-11-11-56-11_Walking.csv,2021-03-11,1615434971,1615435801,830,Walking,1.04,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/4/polar_44158042_2021-03-11-11-56-11_Walking.csv
7,polar_51174222_2021-03-11-11-56-26_Walking.csv,2021-03-11,1615434986,1615435741,755,Walking,1.14,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/7/polar_51174222_2021-03-11-11-56-26_Walking.csv
7,polar_51174222_2021-03-11-15-54-49_Running.csv,2021-03-11,1615449289,1615450098,809,Running,0.97,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/7/polar_51174222_2021-03-11-15-54-49_Running.csv
2,polar_51174186_2021-03-11-15-55-45_Running.csv,2021-03-11,1615449345,1615450095,750,Running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/2/polar_51174186_2021-03-11-15-55-45_Running.csv
5,polar_51174246_2021-03-11-15-55-54_Running.csv,2021-03-11,1615449354,1615450098,744,Running,1.32,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/5/polar_51174246_2021-03-11-15-55-54_Running.csv
4,polar_44158042_2021-03-11-15-56-05_Running.csv,2021-03-11,1615449365,1615450349,984,Running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/4/polar_44158042_2021-03-11-15-56-05_Running.csv
3,polar_50729858_2021-03-11-15-56-52_Running.csv,2021-03-11,1615449412,1615450109,697,Running,1.33,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/3/polar_50729858_2021-03-11-15-56-52_Running.csv
6,polar_51174262_2021-03-11-15-56-57_Running.csv,2021-03-11,1615449417,1615450098,681,Running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/6/polar_51174262_2021-03-11-15-56-57_Running.csv
1,polar_51174102_2021-03-11-15-57-21_Running.csv,2021-03-11,1615449441,1615450094,653,Running,1.30,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/1/polar_51174102_2021-03-11-15-57-21_Running.csv
6,polar_51174262_2021-03-11-16-08-26_Running.csv,2021-03-11,1615450106,1615450916,810,Running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/6/polar_51174262_2021-03-11-16-08-26_Running.csv
1,polar_51174102_2021-03-11-16-08-28_Running.csv,2021-03-11,1615450108,1615450908,800,Running,1.24,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/1/polar_51174102_2021-03-11-16-08-28_Running.csv
7,polar_51174222_2021-03-11-16-09-23_Running.csv,2021-03-11,1615450163,1615450902,739,Running,1.07,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/7/polar_51174222_2021-03-11-16-09-23_Running.csv
5,polar_51174246_2021-03-11-16-09-31_Running.csv,2021-03-11,1615450171,1615450908,737,Running,1.14,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/5/polar_51174246_2021-03-11-16-09-31_Running.csv
2,polar_51174186_2021-03-11-16-09-57_Running.csv,2021-03-11,1615450197,1615450476,279,Running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/2/polar_51174186_2021-03-11-16-09-57_Running.csv
3,polar_50729858_2021-03-11-16-10-31_Running.csv,2021-03-11,1615450231,1615450909,678,Running,1.06,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/3/polar_50729858_2021-03-11-16-10-31_Running.csv
4,polar_44158042_2021-03-11-16-12-32_Running.csv,2021-03-11,1615450352,1615450976,624,Running,0.93,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/4/polar_44158042_2021-03-11-16-12-32_Running.csv
5,polar_51174246_2021-03-11-16-22-44_Running.csv,2021-03-11,1615450964,1615451717,753,Running,1.12,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/5/polar_51174246_2021-03-11-16-22-44_Running.csv
4,polar_44158042_2021-03-11-16-23-07_Running.csv,2021-03-11,1615450987,1615451711,724,Running,1.09,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/4/polar_44158042_2021-03-11-16-23-07_Running.csv
6,polar_51174262_2021-03-11-16-23-11_Running.csv,2021-03-11,1615450991,1615451730,739,Running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/6/polar_51174262_2021-03-11-16-23-11_Running.csv
1,polar_51174102_2021-03-11-16-23-21_Running.csv,2021-03-11,1615451001,1615451716,715,Running,1.10,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/1/polar_51174102_2021-03-11-16-23-21_Running.csv
3,polar_50729858_2021-03-11-16-23-46_Running.csv,2021-03-11,1615451026,1615451708,682,Running,1.06,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/3/polar_50729858_2021-03-11-16-23-46_Running.csv
7,polar_51174222_2021-03-11-16-23-51_Running.csv,2021-03-11,1615451031,1615451707,676,Running,1.05,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/7/polar_51174222_2021-03-11-16-23-51_Running.csv
2,polar_51174186_2021-03-11-16-25-12_Running.csv,2021-03-11,1615451112,1615451732,620,Running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/2/polar_51174186_2021-03-11-16-25-12_Running.csv
4,polar_44158042_2021-03-11-16-35-58_Running.csv,2021-03-11,1615451758,1615452551,793,Running,0.99,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/4/polar_44158042_2021-03-11-16-35-58_Running.csv
1,polar_51174102_2021-03-11-16-36-01_Running.csv,2021-03-11,1615451761,1615452535,774,Running,1.04,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/1/polar_51174102_2021-03-11-16-36-01_Running.csv
7,polar_51174222_2021-03-11-16-36-03_Running.csv,2021-03-11,1615451763,1615452546,783,Running,0.87,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/7/polar_51174222_2021-03-11-16-36-03_Running.csv
5,polar_51174246_2021-03-11-16-36-07_Running.csv,2021-03-11,1615451767,1615452542,775,Running,1.03,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/5/polar_51174246_2021-03-11-16-36-07_Running.csv
3,polar_50729858_2021-03-11-16-36-09_Running.csv,2021-03-11,1615451769,1615452560,791,Running,1.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/3/polar_50729858_2021-03-11-16-36-09_Running.csv
6,polar_51174262_2021-03-11-16-36-17_Running.csv,2021-03-11,1615451777,1615452556,779,Running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/6/polar_51174262_2021-03-11-16-36-17_Running.csv
2,polar_51174186_2021-03-11-16-45-14_Running.csv,2021-03-11,1615452314,1615452533,219,Running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/2/polar_51174186_2021-03-11-16-45-14_Running.csv
1,polar_51174102_2021-03-11-16-49-29_Running.csv,2021-03-11,1615452569,1615453482,913,Running,1.23,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/1/polar_51174102_2021-03-11-16-49-29_Running.csv
7,polar_51174222_2021-03-11-16-49-30_Running.csv,2021-03-11,1615452570,1615453473,903,Running,0.48,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/7/polar_51174222_2021-03-11-16-49-30_Running.csv
6,polar_51174262_2021-03-11-16-49-31_Running.csv,2021-03-11,1615452571,1615453488,917,Running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/6/polar_51174262_2021-03-11-16-49-31_Running.csv
2,polar_51174186_2021-03-11-16-49-55_Running.csv,2021-03-11,1615452595,1615453494,899,Running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/2/polar_51174186_2021-03-11-16-49-55_Running.csv
3,polar_50729858_2021-03-11-16-49-57_Running.csv,2021-03-11,1615452597,1615453455,858,Running,1.19,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/3/polar_50729858_2021-03-11-16-49-57_Running.csv
5,polar_51174246_2021-03-11-16-50-02_Running.csv,2021-03-11,1615452602,1615453492,890,Running,1.16,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/5/polar_51174246_2021-03-11-16-50-02_Running.csv
4,polar_44158042_2021-03-11-16-50-07_Running.csv,2021-03-11,1615452607,1615453458,851,Running,1.14,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/4/polar_44158042_2021-03-11-16-50-07_Running.csv
2,polar_51174186_2021-03-11-20-32-12_Running.csv,2021-03-11,1615465932,1615467057,1125,Running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/2/polar_51174186_2021-03-11-20-32-12_Running.csv
3,polar_50729858_2021-03-11-20-33-10_Treadmill running.csv,2021-03-11,1615465990,1615467451,1461,Treadmill running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/3/polar_50729858_2021-03-11-20-33-10_Treadmill running.csv
2,polar_51174186_2021-03-11-20-52-52_Running.csv,2021-03-11,1615467172,1615468217,1045,Running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/2/polar_51174186_2021-03-11-20-52-52_Running.csv
3,polar_50729858_2021-03-11-20-58-23_Treadmill running.csv,2021-03-11,1615467503,1615468582,1079,Treadmill running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/3/polar_50729858_2021-03-11-20-58-23_Treadmill running.csv
2,polar_51174186_2021-03-11-21-11-22_Running.csv,2021-03-11,1615468282,1615469305,1023,Running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/2/polar_51174186_2021-03-11-21-11-22_Running.csv
3,polar_50729858_2021-03-11-21-16-59_Treadmill running.csv,2021-03-11,1615468619,1615469419,800,Treadmill running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.11/3/polar_50729858_2021-03-11-21-16-59_Treadmill running.csv
2,polar_51174186_2021-03-12-11-27-31_Running.csv,2021-03-12,1615519651,1615520522,871,Running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/2/polar_51174186_2021-03-12-11-27-31_Running.csv
4,polar_44158042_2021-03-12-11-27-41_Treadmill running.csv,2021-03-12,1615519661,1615520536,875,Treadmill running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/4/polar_44158042_2021-03-12-11-27-41_Treadmill running.csv
2,polar_51174186_2021-03-12-11-44-51_Running.csv,2021-03-12,1615520691,1615521497,806,Running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/2/polar_51174186_2021-03-12-11-44-51_Running.csv
4,polar_44158042_2021-03-12-11-45-13_Treadmill running.csv,2021-03-12,1615520713,1615521803,1090,Treadmill running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/4/polar_44158042_2021-03-12-11-45-13_Treadmill running.csv
